gene_names;protein_names;ksmbr_number;kust_number;accession_number
KSMBR1_4005;similar to E. coli insertion element IS186;KSMBR1_4005;kustd1440;Q1PVI0
KSMBR1_4005;similar to E. coli insertion element IS186;KSMBR1_4005;kuste2613;Q1PVI0
KSMBR1_4005;similar to E. coli insertion element IS186;KSMBR1_4005;kuste2736;Q1PVI0
KSMBR1_4005;similar to E. coli insertion element IS186;KSMBR1_4005;kuste2835;Q1PVI0
KSMBR1_4005;similar to E. coli insertion element IS186;KSMBR1_4005;kuste3194;Q1PVI0
KSMBR1_4005;similar to E. coli insertion element IS186;KSMBR1_4005;kuste3208;Q1PVI0
KSMBR1_4005;similar to E. coli insertion element IS186;KSMBR1_4005;kuste3258;Q1PVI0
KSMBR1_4005;similar to E. coli insertion element IS186;KSMBR1_4005;kuste3691;Q1PVI0
KSMBR1_4005;similar to E. coli insertion element IS186;KSMBR1_4005;kuste3853;Q1PVI0
KSMBR1_4005;similar to E. coli insertion element IS186;KSMBR1_4005;kuste4519;Q1PVI0
KSMBR1_4005;similar to E. coli insertion element IS186;KSMBR1_4005;kuste4647;Q1PVI0
KSMBR1_2194;hypothetical protein;KSMBR1_2194;kustc0492;Q1PVI1
KSMBR1_2193;hypothetical protein;KSMBR1_2193;kustc0491;Q1PVI2
KSMBR1_2192;hypothetical protein;KSMBR1_2192;kustc0490;Q1PVI3
KSMBR1_2204;hypothetical protein;KSMBR1_2204;kustc0505;Q1PVI7
moxR;similar to methanol dehydroge0se regulatory protein;KSMBR1_2203;kustc0504;Q1PVI8
KSMBR1_2200;hypothetical protein;KSMBR1_2200;kustc0500;Q1PVJ2
KSMBR1_2197;hypothetical protein;KSMBR1_2197;kustc0496;Q1PVJ6
dcm;similar to HhaI D0 (cytosine-C5-)-methyltransferase;;kustc0514;Q1PVJ8
pgm;similar to phosphoglucomutase;KSMBR1_2205;kustc0508;Q1PVK4
KSMBR1_2227;hypothetical protein;KSMBR1_2227;kustc0528;Q1PVM2
uap1;similar to UDP-N-acetylglucosamine pyrophosphorylase;KSMBR1_2229;kustc0526;Q1PVM4
KSMBR1_2220;putative orf;KSMBR1_2220;kustc0540;Q1PVM7
KSMBR1_2219;similar to sigma-54 dependent transcriptio0l response regulator;KSMBR1_2219;kustc0539;Q1PVM8
KSMBR1_2231;hypothetical protein;KSMBR1_2231;kustc0548;Q1PVN6
KSMBR1_2230;hypothetical protein;KSMBR1_2230;kustc0547;Q1PVN7
KSMBR1_2222;putative orf;KSMBR1_2222;kustc0543;Q1PVP1
fabG_3;similar to 3-oxoacyl-[acyl carrier protein] reductase;KSMBR1_2239;kustc0558;Q1PVP3
cdo1;similar to cysteine dioxyge0se type I;KSMBR1_2238;kustc0557;Q1PVP4
gdh_2;strongly similar to glutamate dehydroge0se;KSMBR1_2236;kustc0555;Q1PVP6
KSMBR1_2235;hypothetical protein;KSMBR1_2235;kustc0554;Q1PVP7
hsp_2;similar to small heat shock protein;KSMBR1_2246;kustc0567;Q1PVQ3
KSMBR1_2245;similar to ferredoxin;KSMBR1_2245;kustc0566;Q1PVQ4
KSMBR1_2244;similar to superoxide reductase;KSMBR1_2244;kustc0565;Q1PVQ5
KSMBR1_2243;hypothetical protein;KSMBR1_2243;kustc0564;Q1PVQ6
ATPE_1;strongly similar to ATPE subunit c of ATP synthase;KSMBR1_2254;kustc0576;Q1PVR3
KSMBR1_2252;hypothetical protein;KSMBR1_2252;kustc0574;Q1PVR5
ATPC_1;similar to ATPC subunit epsilon of ATP synthase;KSMBR1_2251;kustc0573;Q1PVR6
KSMBR1_2263;hypothetical protein;KSMBR1_2263;kustc0586;Q1PVS2
KSMBR1_2262;hypothetical protein;KSMBR1_2262;kustc0585;Q1PVS3
KSMBR1_2259;hypothetical protein;KSMBR1_2259;kustc0581;Q1PVS7
ATPG_1;similar to ATPG subunit gamma of ATP synthase;KSMBR1_2257;kustc0579;Q1PVS9
KSMBR1_2283;hypothetical protein;KSMBR1_2283;kustc0604;Q1PVU1
KSMBR1_2277;hypothetical protein;KSMBR1_2277;kustc0600;Q1PVU5
KSMBR1_2275;hypothetical protein;KSMBR1_2275;kustc0599;Q1PVU6
KSMBR1_2287;hypothetical protein;KSMBR1_2287;kustc0611;Q1PVV2
fmt;Methionyl-tR0 formyltransferase;;kustc0623;Q1PVV8
clpP;strongly similar to ATP-dependent Clp protease proteolytic subunit ClpP;KSMBR1_2354;kustc0677;Q1PW15
tig;similar to trigger factor (TF);KSMBR1_2353;kustc0676;Q1PW16
speE;similar to spermidine synthase (putrescine aminopropyltransferase) (SPDSY);KSMBR1_2363;kustc0686;Q1PW20
speD;similar to S-adenosylmethionine decarboxylase proenzyme (AdoMetDC);KSMBR1_2362;kustc0685;Q1PW21
murC_1;similar to UDP-N-acetylmuramate:L-alanine ligase MurC;KSMBR1_2361;kustc0684;Q1PW22
KSMBR1_2360;hypothetical protein;KSMBR1_2360;kustc0683;Q1PW23
sdhD;similar to succi0te dehydroge0se subunit D;KSMBR1_2359;kustc0682;Q1PW24
KSMBR1_2356;hypothetical protein;KSMBR1_2356;kustc0679;Q1PW27
KSMBR1_2368;hypothetical protein;KSMBR1_2368;kustc0691;Q1PW33
KSMBR1_2367;hypothetical protein;KSMBR1_2367;kustc0690;Q1PW34
KSMBR1_2365;hypothetical protein;KSMBR1_2365;kustc0688;Q1PW36
KSMBR1_2377;hypothetical protein;KSMBR1_2377;kustc0705;Q1PW37
malE;similar to trehalose/maltose binding protein MalE;KSMBR1_2376;kustc0702;Q1PW40
gpgS_1;Glucosyl-3-phosphoglycerate synthase;KSMBR1_2373;kustc0699;Q1PW43
KSMBR1_2372;hypothetical protein;KSMBR1_2372;kustc0698;Q1PW44
d0G;similar to D0 primase;KSMBR1_2384;kustc0715;Q1PW47
nuoE_3;similar to 0DH:ubiquinone oxidoreductase 24 kDa subunit, mitochondrial precursor;KSMBR1_2383;kustc0714;Q1PW48
nuoF_3;similar to 0DH:ubiquinone oxidoreductase 51 kDa subunit;KSMBR1_2382;kustc0713;Q1PW49
KSMBR1_2381;similar to 0D(P) oxidoreductase, FAD-containing subunit;KSMBR1_2381;kustc0712;Q1PW50
hisF;strongly similar to imidazole glycerol phosphate synthase subunit HisF;KSMBR1_2387;kustc0721;Q1PW61
KSMBR1_2386;Putative zinc ribbon domain protein;KSMBR1_2386;kustc0718;Q1PW64
rpoD_1;strongly similar to transcription initiation factor sigma RpoD;KSMBR1_2385;kustc0717;Q1PW65
surA_2;similar to peptidyl-prolyl cis-trans isomerase (survival protein SurA precursor);KSMBR1_2401;kustc0735;Q1PW67
ilvN;strongly similar to acetolactate synthase regulatory subunit;;kustc0733;Q1PW69
KSMBR1_2396;methionine synthase;KSMBR1_2396;kustc0730;Q1PW72
KSMBR1_2395;hypothetical iron sulfur protein;KSMBR1_2395;kustc0729;Q1PW73
KSMBR1_2416;conserver hypothetical protein;KSMBR1_2416;kustc0752;Q1PW89
KSMBR1_2415;hypothetical protein;KSMBR1_2415;kustc0751;Q1PW90
KSMBR1_2414;Putative addiction module component;KSMBR1_2414;kustc0750;Q1PW91
KSMBR1_2413;hypothetical protein;KSMBR1_2413;kustc0749;Q1PW92
cpsE;strongly similar to galactosyl transferase CpsE;KSMBR1_2431;kustc0771;Q1PWA8
KSMBR1_2430;similar to O-linked Glc0c transferase;KSMBR1_2430;kustc0770;Q1PWA9
KSMBR1_2429;hypothetical protein;KSMBR1_2429;kustc0769;Q1PWB0
KSMBR1_2441;hypothetical protein;KSMBR1_2441;kustc0782;Q1PWB5
exbB;similar to biopolymer transport ExbB peptide;KSMBR1_2439;kustc0780;Q1PWB7
KSMBR1_2438;hypothetical protein;KSMBR1_2438;kustc0779;Q1PWB8
ExbD;similar to biopolymer transport ExbD protein;KSMBR1_2435;kustc0776;Q1PWC1
cooF;Iron-sulfur protein;KSMBR1_2434;kustc0775;Q1PWC2
cpsA;similar to capsular polysaccharide synthesis protein;KSMBR1_2433;kustc0774;Q1PWC3
KSMBR1_2444;hypothetical protein;KSMBR1_2444;kustc0790;Q1PWC5
PyrE;similar to orotate phosphoribosyl transferase;KSMBR1_2443;kustc0786;Q1PWC9
KSMBR1_2449;hypothetical protein;KSMBR1_2449;kustc0796;Q1PWD9
KSMBR1_2446;hypothetical protein;KSMBR1_2446;kustc0793;Q1PWE2
KSMBR1_2445;hypothetical protein;KSMBR1_2445;kustc0792;Q1PWE3
GerN;similar to sodium/potassium proton antiport protein GerN;KSMBR1_2461;kustc0812;Q1PWE4
KSMBR1_2460;hypothetical protein;KSMBR1_2460;kustc0811;Q1PWE5
KSMBR1_2460;hypothetical protein;KSMBR1_2460;kustc0817;Q1PWE5
KSMBR1_2458;hypothetical protein;KSMBR1_2458;kustc0809;Q1PWE7
KSMBR1_2454;hypothetical protein;KSMBR1_2454;kustc0805;Q1PWF1
KSMBR1_2453;hypothetical protein;KSMBR1_2453;kustc0804;Q1PWF2
KSMBR1_2452;hypothetical protein;KSMBR1_2452;kustc0803;Q1PWF3
KSMBR1_2467;similar to 0(+)/H(+) antiporter;KSMBR1_2467;kustc0821;Q1PWF4
KSMBR1_2463;strongly similar to dam-replacing protein;KSMBR1_2463;kustc0816;Q1PWF9
KSMBR1_2474;similar to molybdopterin oxidoreductase, molybdopterin-containing subunit/ NuoG subunit of 0DH dehydroge0se I;KSMBR1_2474;kustc0828;Q1PWG5
NuoF_2;similar to proton-translocating 0DH dehydroge0se I, 51 kDa subunit (NuoF);KSMBR1_2473;kustc0827;Q1PWG6
nuoD;strongly similar to to proton-translocating 0DH dehydroge0se I 49 kDa subunit (NuoD);KSMBR1_2471;kustc0825;Q1PWG8
nuoC;strongly similar to to proton-translocating 0DH dehydroge0se I chain C (NuoC);KSMBR1_2470;kustc0824;Q1PWG9
NuoB;strongly similar to proton-translocating 0DH dehydroge0se I chain B;KSMBR1_2469;kustc0823;Q1PWH0
nuoA_1;similar to to proton-translocating 0DH dehydroge0se I chain A (NuoA);KSMBR1_2468;kustc0822;Q1PWH1
NuoK;similar to 0DH dehydroge0se I subunit K;KSMBR1_2481;kustc0837;Q1PWH5
NuoJ;similar to 0DH dehydroge0se I subunit J;KSMBR1_2480;kustc0836;Q1PWH6
NuoI;strongly similar to 0DH dehydroge0se I subunit I;KSMBR1_2479;kustc0835;Q1PWH7
KSMBR1_2477;hypothetical protein;KSMBR1_2477;kustc0833;Q1PWH9
KSMBR1_2475;hypothetical protein;KSMBR1_2475;kustc0831;Q1PWI1
KSMBR1_2497;hypothetical protein;KSMBR1_2497;kustc0858;Q1PWJ1
sppA;similar to sig0l peptide peptidase;KSMBR1_2496;kustc0857;Q1PWJ2
ntrC_2;strongly similar to sigma 54 response regulator protein ntrC;KSMBR1_2495;kustc0856;Q1PWJ3
ntrY;similar to sensor histidine ki0se/response regulator protein NtrY;KSMBR1_2494;kustc0855;Q1PWJ4
KSMBR1_2493;similar to response regulator protein;KSMBR1_2493;kustc0853;Q1PWJ6
cysQ;similar to cysteine biosynthesis protein CysQ;KSMBR1_2492;kustc0852;Q1PWJ7
Rcc1_2;similar to regulator of chromosome condensation;KSMBR1_2491;kustc0851;Q1PWJ8
KSMBR1_2490;hypothetical protein;KSMBR1_2490;kustc0850;Q1PWJ9
KSMBR1_2498;similar to thiol-disulfide oxidoreductase;KSMBR1_2498;kustc0860;Q1PWK8
PehV;similar to polygalacturo0se;;kustc0869;Q1PWL9
FsaA;similar to fructose-6-phosphate aldolase 1;KSMBR1_2523;kustc0887;Q1PWM1
KSMBR1_2521;hypothetical protein;KSMBR1_2521;kustc0886;Q1PWM2
KSMBR1_2516;Colicin V production protein;KSMBR1_2516;kustc0882;Q1PWM6
ClpX;strongly similar to ATPase subunit;KSMBR1_2525;kustc0890;Q1PWN7
MsbA_2;Similar to ABC Multidrug Transporter (ATP Binding Cassette);KSMBR1_2537;kustc0905;Q1PWP0
KSMBR1_2533;hypothetical protein;KSMBR1_2533;kustc0901;Q1PWP4
KSMBR1_2563;hypothetical protein;KSMBR1_2563;kustc0916;Q1PWP8
KSMBR1_2562;hypothetical protein;KSMBR1_2562;kustc0915;Q1PWP9
KSMBR1_2560;hypothetical protein;KSMBR1_2560;kustc0913;Q1PWQ1
KSMBR1_2559;Hypothetical Protein;KSMBR1_2559;kustc0912;Q1PWQ2
KSMBR1_2558;hypothetical protein;KSMBR1_2558;kustc0911;Q1PWQ3
KSMBR1_2556;hypothetical protein;KSMBR1_2556;kustc0909;Q1PWQ5
KSMBR1_2564;TonB dependent receptor;KSMBR1_2564;kustc0917;Q1PWR6
sigE;similar to R0 polymerase sigma-70 factor, ECF subfamily;KSMBR1_2571;kustc0934;Q1PWR8
KSMBR1_1662;similar to E. coli insertion element IS186;KSMBR1_1662;kustc0493;Q1PWT0
KSMBR1_1662;similar to E. coli insertion element IS186;KSMBR1_1662;kustc0941;Q1PWT0
KSMBR1_1662;similar to E. coli insertion element IS186;KSMBR1_1662;kustd1440;Q1PWT0
KSMBR1_1662;similar to E. coli insertion element IS186;KSMBR1_1662;kuste2613;Q1PWT0
KSMBR1_1662;similar to E. coli insertion element IS186;KSMBR1_1662;kuste2736;Q1PWT0
KSMBR1_1662;similar to E. coli insertion element IS186;KSMBR1_1662;kuste2835;Q1PWT0
KSMBR1_1662;similar to E. coli insertion element IS186;KSMBR1_1662;kuste3194;Q1PWT0
KSMBR1_1662;similar to E. coli insertion element IS186;KSMBR1_1662;kuste3208;Q1PWT0
KSMBR1_1662;similar to E. coli insertion element IS186;KSMBR1_1662;kuste3258;Q1PWT0
KSMBR1_1662;similar to E. coli insertion element IS186;KSMBR1_1662;kuste3691;Q1PWT0
KSMBR1_1662;similar to E. coli insertion element IS186;KSMBR1_1662;kuste3853;Q1PWT0
KSMBR1_1662;similar to E. coli insertion element IS186;KSMBR1_1662;kuste4519;Q1PWT0
KSMBR1_1662;similar to E. coli insertion element IS186;KSMBR1_1662;kuste4647;Q1PWT0
KSMBR1_1735;similar to E. coli insertion element IS186;KSMBR1_1735;kustc0493;Q1PWT0
KSMBR1_1735;similar to E. coli insertion element IS186;KSMBR1_1735;kustc0941;Q1PWT0
KSMBR1_1735;similar to E. coli insertion element IS186;KSMBR1_1735;kustd1440;Q1PWT0
KSMBR1_1735;similar to E. coli insertion element IS186;KSMBR1_1735;kuste2613;Q1PWT0
KSMBR1_1735;similar to E. coli insertion element IS186;KSMBR1_1735;kuste2736;Q1PWT0
KSMBR1_1735;similar to E. coli insertion element IS186;KSMBR1_1735;kuste2835;Q1PWT0
KSMBR1_1735;similar to E. coli insertion element IS186;KSMBR1_1735;kuste3194;Q1PWT0
KSMBR1_1735;similar to E. coli insertion element IS186;KSMBR1_1735;kuste3208;Q1PWT0
KSMBR1_1735;similar to E. coli insertion element IS186;KSMBR1_1735;kuste3258;Q1PWT0
KSMBR1_1735;similar to E. coli insertion element IS186;KSMBR1_1735;kuste3691;Q1PWT0
KSMBR1_1735;similar to E. coli insertion element IS186;KSMBR1_1735;kuste3853;Q1PWT0
KSMBR1_1735;similar to E. coli insertion element IS186;KSMBR1_1735;kuste4519;Q1PWT0
KSMBR1_1735;similar to E. coli insertion element IS186;KSMBR1_1735;kuste4647;Q1PWT0
KSMBR1_2129;similar to E. coli insertion element IS186;KSMBR1_2129;kustc0493;Q1PWT0
KSMBR1_2129;similar to E. coli insertion element IS186;KSMBR1_2129;kustc0941;Q1PWT0
KSMBR1_2129;similar to E. coli insertion element IS186;KSMBR1_2129;kustd1440;Q1PWT0
KSMBR1_2129;similar to E. coli insertion element IS186;KSMBR1_2129;kuste2613;Q1PWT0
KSMBR1_2129;similar to E. coli insertion element IS186;KSMBR1_2129;kuste2736;Q1PWT0
KSMBR1_2129;similar to E. coli insertion element IS186;KSMBR1_2129;kuste2835;Q1PWT0
KSMBR1_2129;similar to E. coli insertion element IS186;KSMBR1_2129;kuste3194;Q1PWT0
KSMBR1_2129;similar to E. coli insertion element IS186;KSMBR1_2129;kuste3208;Q1PWT0
KSMBR1_2129;similar to E. coli insertion element IS186;KSMBR1_2129;kuste3258;Q1PWT0
KSMBR1_2129;similar to E. coli insertion element IS186;KSMBR1_2129;kuste3691;Q1PWT0
KSMBR1_2129;similar to E. coli insertion element IS186;KSMBR1_2129;kuste3853;Q1PWT0
KSMBR1_2129;similar to E. coli insertion element IS186;KSMBR1_2129;kuste4519;Q1PWT0
KSMBR1_2129;similar to E. coli insertion element IS186;KSMBR1_2129;kuste4647;Q1PWT0
KSMBR1_3500;similar to E. coli insertion element IS186;KSMBR1_3500;kustc0493;Q1PWT0
KSMBR1_3500;similar to E. coli insertion element IS186;KSMBR1_3500;kustc0941;Q1PWT0
KSMBR1_3500;similar to E. coli insertion element IS186;KSMBR1_3500;kustd1440;Q1PWT0
KSMBR1_3500;similar to E. coli insertion element IS186;KSMBR1_3500;kuste2613;Q1PWT0
KSMBR1_3500;similar to E. coli insertion element IS186;KSMBR1_3500;kuste2736;Q1PWT0
KSMBR1_3500;similar to E. coli insertion element IS186;KSMBR1_3500;kuste2835;Q1PWT0
KSMBR1_3500;similar to E. coli insertion element IS186;KSMBR1_3500;kuste3194;Q1PWT0
KSMBR1_3500;similar to E. coli insertion element IS186;KSMBR1_3500;kuste3208;Q1PWT0
KSMBR1_3500;similar to E. coli insertion element IS186;KSMBR1_3500;kuste3258;Q1PWT0
KSMBR1_3500;similar to E. coli insertion element IS186;KSMBR1_3500;kuste3691;Q1PWT0
KSMBR1_3500;similar to E. coli insertion element IS186;KSMBR1_3500;kuste3853;Q1PWT0
KSMBR1_3500;similar to E. coli insertion element IS186;KSMBR1_3500;kuste4519;Q1PWT0
KSMBR1_3500;similar to E. coli insertion element IS186;KSMBR1_3500;kuste4647;Q1PWT0
livQ;6'''-hydroxyparomomycin C oxidase;KSMBR1_2575;kustc0938;Q1PWT3
KSMBR1_2574;hypothetical protein;KSMBR1_2574;kustc0937;Q1PWT4
KSMBR1_2573;hypothetical protein;KSMBR1_2573;kustc0936;Q1PWT5
tnpA_19;similar to transposase;KSMBR1_3734;kustb0253;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kustc0800;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kustc0953;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kustc1163;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kustd2001;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kuste2266;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kuste2422;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kuste2508;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kuste2547;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kuste2778;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kuste2948;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kuste3077;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kuste3295;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kuste3448;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kuste3536;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kuste3545;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kuste3644;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kuste3659;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kuste4066;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kuste4604;Q1PWT6
tnpA_19;similar to transposase;KSMBR1_3734;kuste4648;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kustb0253;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kustc0800;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kustc0953;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kustc1163;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kustd2001;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kuste2266;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kuste2422;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kuste2508;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kuste2547;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kuste2778;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kuste2948;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kuste3077;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kuste3295;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kuste3448;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kuste3536;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kuste3545;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kuste3644;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kuste3659;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kuste4066;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kuste4604;Q1PWT6
tnpA_4;similar to transposase;KSMBR1_0591;kuste4648;Q1PWT6
KSMBR1_2586;hypothetical protein;KSMBR1_2586;kustc0950;Q1PWT9
dsbD/ccdA;similar to thiol:disulfide interchange protein;KSMBR1_2584;kustc0946;Q1PWU3
KSMBR1_2591;hypothetical protein;KSMBR1_2591;kustc0960;Q1PWU7
KSMBR1_2589;hypothetical protein;KSMBR1_2589;kustc0957;Q1PWV0
Adh1a;similar to alcohol dehydroge0se;KSMBR1_2588;kustc0956;Q1PWV1
KSMBR1_2602;hypothetical protein;KSMBR1_2602;kustc0968;Q1PWV8
KSMBR1_2597;hypothetical protein;KSMBR1_2597;kustc0966;Q1PWW0
KSMBR1_2596;hypothetical protein;KSMBR1_2596;kustc0965;Q1PWW1
KSMBR1_2595;hypothetical protein;KSMBR1_2595;kustc0964;Q1PWW2
KSMBR1_2611;hypothetical protein;KSMBR1_2611;kustc0981;Q1PWW4
KSMBR1_2606;hypothetical protein;KSMBR1_2606;kustc0976;Q1PWW9
motB_4;similar to flagellar motor protein B;KSMBR1_2613;kustc0985;Q1PWX8
clpB;strongly similar to ATP-dependent protease Clp (chain B);KSMBR1_2618;kustc0998;Q1PWY3
KSMBR1_2622;hypothetical protein;KSMBR1_2622;kustc1003;Q1PWZ6
KSMBR1_2620;similar to rhomboid protein (intramembrane serine protease);KSMBR1_2620;kustc1000;Q1PWZ9
guaA_1;strongly similar to GMP synthase (glutamine-hydrolyzing);KSMBR1_2633;kustc1017;Q1PX01
amt_3;strongly similar to ammonium transporter;KSMBR1_2632;kustc1015;Q1PX03
amt_2;strongly similar to ammonium transporter;KSMBR1_2630;kustc1012;Q1PX06
KSMBR1_2629;hypothetical protein;KSMBR1_2629;kustc1011;Q1PX07
nrp_1;strongly similar to nitrogen regulatory protein P-II;KSMBR1_2628;kustc1010;Q1PX08
amt_1;strongly similar to ammonium transporter;KSMBR1_2627;kustc1009;Q1PX09
hslV;strongly similar to ATP-dependent Hsl protease, peptidase subunit;KSMBR1_2642;kustc1027;Q1PX10
fur_2;similar to ferric uptake regulator;KSMBR1_2639;kustc1024;Q1PX13
KSMBR1_2637;hypothetical protein;KSMBR1_2637;kustc1021;Q1PX16
pmtA_2;similar to phosphatidylethanolamine methyltransferase;KSMBR1_2653;kustc1042;Q1PX31
KSMBR1_2649;hypothetical protein;KSMBR1_2649;kustc1039;Q1PX34
KSMBR1_2648;hypothetical protein;KSMBR1_2648;kustc1038;Q1PX35
KSMBR1_2663;hypothetical protein;KSMBR1_2663;kustc1051;Q1PX40
KSMBR1_2661;hypothetical protein;KSMBR1_2661;kustc1049;Q1PX42
KSMBR1_2660;hypothetical protein;KSMBR1_2660;kustc1048;Q1PX43
trpB;strongly similair to tryptophan syntase beta chain;KSMBR1_2671;kustc1062;Q1PX47
hao_3;similar to hydroxylamine oxidoreductase hao;KSMBR1_2670;kustc1061;Q1PX48
KSMBR1_2668;hypothetical protein;KSMBR1_2668;kustc1058;Q1PX51
KSMBR1_2667;hypothetical protein;KSMBR1_2667;kustc1057;Q1PX52
porB;similar to pyruvate ferredoxin oxidoreductase beta subunit;KSMBR1_2666;kustc1056;Q1PX53
porA;similar to pyruvate ferredoxin oxidoreductase alpha subunit;KSMBR1_2665;kustc1055;Q1PX54
KSMBR1_2847;hypothetical protein;KSMBR1_2847;kustc1070;Q1PX58
KSMBR1_0765;hypothetical protein;KSMBR1_0765;kusta0051;Q1PX97
KSMBR1_0765;hypothetical protein;KSMBR1_0765;kustc1107;Q1PX97
KSMBR1_0765;hypothetical protein;KSMBR1_0765;kustd2043;Q1PX97
KSMBR1_1785;hypothetical protein;KSMBR1_1785;kusta0051;Q1PX97
KSMBR1_1785;hypothetical protein;KSMBR1_1785;kustc1107;Q1PX97
KSMBR1_1785;hypothetical protein;KSMBR1_1785;kustd2043;Q1PX97
KSMBR1_3604;hypothetical protein;KSMBR1_3604;kusta0051;Q1PX97
KSMBR1_3604;hypothetical protein;KSMBR1_3604;kustc1107;Q1PX97
KSMBR1_3604;hypothetical protein;KSMBR1_3604;kustd2043;Q1PX97
KSMBR1_1784;hypothetical protein;KSMBR1_1784;kusta0050;Q1PX98
KSMBR1_1784;hypothetical protein;KSMBR1_1784;kustc1106;Q1PX98
KSMBR1_1784;hypothetical protein;KSMBR1_1784;kustd2042;Q1PX98
KSMBR1_3420;hypothetical protein;KSMBR1_3420;kusta0050;Q1PX98
KSMBR1_3420;hypothetical protein;KSMBR1_3420;kustc1106;Q1PX98
KSMBR1_3420;hypothetical protein;KSMBR1_3420;kustd2042;Q1PX98
KSMBR1_3605;hypothetical protein;KSMBR1_3605;kusta0050;Q1PX98
KSMBR1_3605;hypothetical protein;KSMBR1_3605;kustc1106;Q1PX98
KSMBR1_3605;hypothetical protein;KSMBR1_3605;kustd2042;Q1PX98
KSMBR1_3750;putative orf;KSMBR1_3750;kustc1120;Q1PXA3
KSMBR1_3750;putative orf;KSMBR1_3750;kuste2617;Q1PXA3
KSMBR1_3750;putative orf;KSMBR1_3750;kuste4502;Q1PXA3
KSMBR1_3845;putative orf;KSMBR1_3845;kustc1120;Q1PXA3
KSMBR1_3845;putative orf;KSMBR1_3845;kuste2617;Q1PXA3
KSMBR1_3845;putative orf;KSMBR1_3845;kuste4502;Q1PXA3
KSMBR1_4027;putative orf;KSMBR1_4027;kustc1120;Q1PXA3
KSMBR1_4027;putative orf;KSMBR1_4027;kuste2617;Q1PXA3
KSMBR1_4027;putative orf;KSMBR1_4027;kuste4502;Q1PXA3
KSMBR1_3821;putative orf;KSMBR1_3821;kustc0424;Q1PXB0
KSMBR1_3821;putative orf;KSMBR1_3821;kustc0601;Q1PXB0
KSMBR1_3821;putative orf;KSMBR1_3821;kustc0739;Q1PXB0
KSMBR1_3821;putative orf;KSMBR1_3821;kustc1074;Q1PXB0
KSMBR1_3821;putative orf;KSMBR1_3821;kustc1113;Q1PXB0
KSMBR1_3821;putative orf;KSMBR1_3821;kustd1656;Q1PXB0
KSMBR1_3821;putative orf;KSMBR1_3821;kustd2239;Q1PXB0
KSMBR1_3821;putative orf;KSMBR1_3821;kuste2615;Q1PXB0
KSMBR1_3821;putative orf;KSMBR1_3821;kuste3230;Q1PXB0
KSMBR1_3821;putative orf;KSMBR1_3821;kuste3355;Q1PXB0
KSMBR1_3821;putative orf;KSMBR1_3821;kuste3697;Q1PXB0
KSMBR1_3121;hypothetical protein;KSMBR1_3121;kustc0922;Q1PXB1
KSMBR1_3121;hypothetical protein;KSMBR1_3121;kustc0994;Q1PXB1
KSMBR1_3121;hypothetical protein;KSMBR1_3121;kustc1065;Q1PXB1
KSMBR1_3121;hypothetical protein;KSMBR1_3121;kustc1112;Q1PXB1
